baseline_kp,baseline_ki,baseline_kd,recommended_kp,recommended_ki,recommended_kd,delta_kp,delta_ki,delta_kd,mean_error,mean_abs_error,error_std,temp_swing,pwm_mean,pwm_max,zero_crossings,in_band_ratio,overshoot_pct,settling_sec,saturation_ratio,preview_in_band_ratio,preview_overshoot_c,preview_settling_sec,preview_mean_abs_error,preview_saturation_ratio,preview_temp_swing,recommendation_id,device_code,problem_type,candidate_id,effect_outcome,preview_gap_level,feedback_usable_for_training
2.25,0.33,0.06,2.5956,0.35808,0.05632,0.3456,0.02808,-0.00368,2.5,2.65,0.45,2.0,83.0,100.0,0,0.0,0.0,900.0,0.62,0.0,23.058173,,9.571277,0.0,26.338228,defense-training-preview_mismatch_2-settling_focus,TRAIN-preview_mismatch_2,slow_response,settling_focus,worse,high,True
2.25,0.33,0.06,2.25,0.33,0.06,0.0,0.0,0.0,2.5,2.65,0.45,2.0,83.0,100.0,0,0.0,0.0,900.0,0.62,0.0,11.45,,2.574951,0.0,10.5525,defense-training-preview_mismatch_2-baseline_hold,TRAIN-preview_mismatch_2,slow_response,baseline_hold,unchanged,high,True
2.0,0.27,0.05,2.12,0.36,0.05,0.12,0.09,0.0,1.121,1.1563999999999999,0.12,0.45,66.0,77.0,0,0.12,0.0,900.0,0.05,0.0,6.723442,,3.445857,0.0,4.375549,defense-training-steady_state_error_3-rule_center,TRAIN-steady_state_error_3,steady_state_error,rule_center,improved,medium,True
2.0,0.27,0.05,2.084,0.333,0.05,0.084,0.063,0.0,1.121,1.1563999999999999,0.12,0.45,66.0,77.0,0,0.12,0.0,900.0,0.05,0.0,6.154422,,3.167594,0.0,4.11949,defense-training-steady_state_error_3-conservative,TRAIN-steady_state_error_3,steady_state_error,conservative,unchanged,medium,True
2.0,0.27,0.05,2.174,0.387,0.05,0.174,0.117,0.0,1.121,1.1563999999999999,0.12,0.45,66.0,77.0,0,0.12,0.0,900.0,0.05,0.0,7.304568,,3.697634,0.0,4.637055,defense-training-steady_state_error_3-aggressive,TRAIN-steady_state_error_3,steady_state_error,aggressive,improved,low,True
2.0,0.27,0.05,2.096,0.333,0.05,0.096,0.063,0.0,1.121,1.1563999999999999,0.12,0.45,66.0,77.0,0,0.12,0.0,900.0,0.05,0.0,6.162494,,3.155877,0.0,4.123123,defense-training-steady_state_error_3-overshoot_guard,TRAIN-steady_state_error_3,steady_state_error,overshoot_guard,unchanged,medium,True
2.0,0.27,0.05,2.1536,0.3672,0.05,0.1536,0.0972,0.0,1.121,1.1563999999999999,0.12,0.45,66.0,77.0,0,0.12,0.0,900.0,0.05,0.0,6.891323,,3.49337,0.0,4.451095,defense-training-steady_state_error_3-settling_focus,TRAIN-steady_state_error_3,steady_state_error,settling_focus,improved,low,True
2.0,0.27,0.05,2.0,0.27,0.05,0.0,0.0,0.0,1.121,1.1563999999999999,0.12,0.45,66.0,77.0,0,0.12,0.0,900.0,0.05,0.0,4.82671,,2.492485,0.0,3.52202,defense-training-steady_state_error_3-baseline_hold,TRAIN-steady_state_error_3,steady_state_error,baseline_hold,unchanged,high,True
2.1,0.22,0.05,2.1,0.253,0.05,0.0,0.033,0.0,1.2036,1.2036,0.06,0.22,61.0,65.0,0,0.0,0.0,900.0,0.0,0.0,4.98575,,2.441154,0.0,3.593587,defense-training-steady_state_error_integral_only_3-rule_center,TRAIN-steady_state_error_integral_only_3,steady_state_error,rule_center,improved,medium,True
2.1,0.22,0.05,2.1,0.2431,0.05,0.0,0.0231,0.0,1.2036,1.2036,0.06,0.22,61.0,65.0,0,0.0,0.0,900.0,0.0,0.0,4.771269,,2.317085,0.0,3.497071,defense-training-steady_state_error_integral_only_3-conservative,TRAIN-steady_state_error_integral_only_3,steady_state_error,conservative,unchanged,medium,True
2.1,0.22,0.05,2.1,0.2629,0.05,0.0,0.0429,0.0,1.2036,1.2036,0.06,0.22,61.0,65.0,0,0.0,0.0,900.0,0.0,0.0,5.200232,,2.565222,0.0,3.690104,defense-training-steady_state_error_integral_only_3-aggressive,TRAIN-steady_state_error_integral_only_3,steady_state_error,aggressive,improved,low,True
2.1,0.22,0.05,2.1,0.2431,0.05,0.0,0.0231,0.0,1.2036,1.2036,0.06,0.22,61.0,65.0,0,0.0,0.0,900.0,0.0,0.0,4.771269,,2.317085,0.0,3.497071,defense-training-steady_state_error_integral_only_3-overshoot_guard,TRAIN-steady_state_error_integral_only_3,steady_state_error,overshoot_guard,unchanged,medium,True
2.1,0.22,0.05,2.1,0.25564,0.05,0.0,0.03564,0.0,1.2036,1.2036,0.06,0.22,61.0,65.0,0,0.0,0.0,900.0,0.0,0.0,5.042945,,2.474238,0.0,3.619325,defense-training-steady_state_error_integral_only_3-settling_focus,TRAIN-steady_state_error_integral_only_3,steady_state_error,settling_focus,improved,low,True
2.1,0.22,0.05,2.1,0.22,0.05,0.0,0.0,0.0,1.2036,1.2036,0.06,0.22,61.0,65.0,0,0.0,0.0,900.0,0.0,0.0,4.270812,,2.027593,0.0,3.271865,defense-training-steady_state_error_integral_only_3-baseline_hold,TRAIN-steady_state_error_integral_only_3,steady_state_error,baseline_hold,unchanged,high,True
2.0,0.26,0.05,2.24,0.281,0.047,0.24,0.021,-0.003,0.767,0.9204,0.85,3.2,61.0,79.0,0,0.48,0.0,690.0,0.02,0.933333,3.138484,60.0,0.456787,0.0,2.810391,defense-training-slow_response_3-rule_center,TRAIN-slow_response_3,slow_response,rule_center,improved,medium,True
2.0,0.26,0.05,2.168,0.2747,0.04685,0.168,0.0147,-0.00315,0.767,0.9204,0.85,3.2,61.0,79.0,0,0.48,0.0,690.0,0.02,0.166667,3.018372,,0.606855,0.0,2.708268,defense-training-slow_response_3-conservative,TRAIN-slow_response_3,slow_response,conservative,unchanged,medium,True
2.0,0.26,0.05,2.348,0.2873,0.04736,0.348,0.0273,-0.00264,0.767,0.9204,0.85,3.2,61.0,79.0,0,0.48,0.0,690.0,0.02,0.633333,3.348391,840.0,0.667704,0.0,3.957548,defense-training-slow_response_3-aggressive,TRAIN-slow_response_3,slow_response,aggressive,improved,low,True
2.0,0.26,0.05,2.192,0.2747,0.05105,0.192,0.0147,0.00105,0.767,0.9204,0.85,3.2,61.0,79.0,0,0.48,0.0,690.0,0.02,0.666667,3.029417,540.0,0.587937,0.0,2.713238,defense-training-slow_response_3-overshoot_guard,TRAIN-slow_response_3,slow_response,overshoot_guard,unchanged,medium,True
2.0,0.26,0.05,2.3072,0.28268,0.04724,0.3072,0.02268,-0.00276,0.767,0.9204,0.85,3.2,61.0,79.0,0,0.48,0.0,690.0,0.02,0.466667,3.732452,,1.050868,0.0,4.464975,defense-training-slow_response_3-settling_focus,TRAIN-slow_response_3,slow_response,settling_focus,improved,low,True
2.0,0.26,0.05,2.0,0.26,0.05,0.0,0.0,0.0,0.767,0.9204,0.85,3.2,61.0,79.0,0,0.48,0.0,690.0,0.02,0.166667,3.815547,,1.619033,0.0,4.606249,defense-training-slow_response_3-baseline_hold,TRAIN-slow_response_3,slow_response,baseline_hold,unchanged,high,True
2.45,0.34,0.055,2.18,0.285,0.075,-0.27,-0.055,0.02,0.02,0.9204,1.0856,3.4219999999999997,55.0,85.0,10,0.35,4.13,780.0,0.14,0.033333,6.008393,,2.821899,0.0,7.240633,defense-training-oscillation_3-rule_center,TRAIN-oscillation_3,oscillation,rule_center,unchanged,medium,True
2.45,0.34,0.055,2.2745,0.30425,0.077,-0.1755,-0.03575,0.022,0.02,0.9204,1.0856,3.4219999999999997,55.0,85.0,10,0.35,4.13,780.0,0.14,0.033333,6.461437,,2.951652,0.0,7.685613,defense-training-oscillation_3-conservative,TRAIN-oscillation_3,oscillation,conservative,improved,low,True
2.45,0.34,0.055,2.1395,0.28225,0.0756,-0.3105,-0.05775,0.0206,0.02,0.9204,1.0856,3.4219999999999997,55.0,85.0,10,0.35,4.13,780.0,0.14,0.033333,5.925049,,2.825995,0.0,7.158765,defense-training-oscillation_3-aggressive,TRAIN-oscillation_3,oscillation,aggressive,worse,high,True
2.45,0.34,0.055,2.234,0.3015,0.082,-0.216,-0.0385,0.027,0.02,0.9204,1.0856,3.4219999999999997,55.0,85.0,10,0.35,4.13,780.0,0.14,0.033333,6.379304,,2.957589,0.0,7.604956,defense-training-oscillation_3-overshoot_guard,TRAIN-oscillation_3,oscillation,overshoot_guard,improved,low,True
2.45,0.34,0.055,2.153,0.28775,0.076,-0.297,-0.05225,0.021,0.02,0.9204,1.0856,3.4219999999999997,55.0,85.0,10,0.35,4.13,780.0,0.14,0.033333,6.046477,,2.876634,0.0,7.278051,defense-training-oscillation_3-settling_focus,TRAIN-oscillation_3,oscillation,settling_focus,worse,high,True
2.45,0.34,0.055,2.45,0.34,0.055,0.0,0.0,0.0,0.02,0.9204,1.0856,3.4219999999999997,55.0,85.0,10,0.35,4.13,780.0,0.14,0.033333,7.28543,,3.166525,0.0,8.49463,defense-training-oscillation_3-baseline_hold,TRAIN-oscillation_3,oscillation,baseline_hold,unchanged,medium,True
2.55,0.33,0.05,2.22,0.285,0.072,-0.33,-0.045,0.022,-0.295,1.0148,0.62,2.596,51.0,80.0,2,0.42,7.08,720.0,0.07,0.033333,5.672405,,2.617293,0.0,6.860155,defense-training-overshoot_high_3-rule_center,TRAIN-overshoot_high_3,overshoot_high,rule_center,unchanged,medium,True
2.55,0.33,0.05,2.3355,0.30075,0.0742,-0.2145,-0.02925,0.0242,-0.295,1.0148,0.62,2.596,51.0,80.0,2,0.42,7.08,720.0,0.07,0.033333,6.091456,,2.708428,0.0,7.279206,defense-training-overshoot_high_3-conservative,TRAIN-overshoot_high_3,overshoot_high,conservative,improved,low,True
2.55,0.33,0.05,2.1705,0.28275,0.07266,-0.3795,-0.04725,0.02266,-0.295,1.0148,0.62,2.596,51.0,80.0,2,0.42,7.08,720.0,0.07,0.033333,5.589029,,2.62893,0.0,6.776779,defense-training-overshoot_high_3-aggressive,TRAIN-overshoot_high_3,overshoot_high,aggressive,worse,high,True
2.55,0.33,0.05,2.286,0.2985,0.0797,-0.264,-0.0315,0.0297,-0.295,1.0148,0.62,2.596,51.0,80.0,2,0.42,7.08,720.0,0.07,0.033333,6.008109,,2.720851,0.0,7.195859,defense-training-overshoot_high_3-overshoot_guard,TRAIN-overshoot_high_3,overshoot_high,overshoot_guard,improved,low,True
2.55,0.33,0.05,2.187,0.28725,0.0731,-0.363,-0.04275,0.0231,-0.295,1.0148,0.62,2.596,51.0,80.0,2,0.42,7.08,720.0,0.07,0.033333,5.696998,,2.668591,0.0,6.884748,defense-training-overshoot_high_3-settling_focus,TRAIN-overshoot_high_3,overshoot_high,settling_focus,worse,high,True
2.55,0.33,0.05,2.55,0.33,0.05,0.0,0.0,0.0,-0.295,1.0148,0.62,2.596,51.0,80.0,2,0.42,7.08,720.0,0.07,0.033333,6.869527,,2.859596,0.0,8.057277,defense-training-overshoot_high_3-baseline_hold,TRAIN-overshoot_high_3,overshoot_high,baseline_hold,unchanged,medium,True
2.4,0.3,0.055,2.3,0.285,0.065,-0.1,-0.015,0.01,5.427999999999999,5.427999999999999,0.38,1.3,96.0,100.0,0,0.0,0.0,900.0,0.94,0.0,27.85088,,12.980596,0.0,17.032896,defense-training-saturation_limited_3-rule_center,TRAIN-saturation_limited_3,saturation_limited,rule_center,unchanged,high,True
2.4,0.3,0.055,2.33825,0.29103,0.066,-0.06175,-0.00897,0.011,5.427999999999999,5.427999999999999,0.38,1.3,96.0,100.0,0,0.0,0.0,900.0,0.94,0.0,28.564608,,13.158461,0.0,17.354074,defense-training-saturation_limited_3-conservative,TRAIN-saturation_limited_3,saturation_limited,conservative,unchanged,medium,True
2.4,0.3,0.055,2.29,0.28425,0.0652,-0.11,-0.01575,0.0102,5.427999999999999,5.427999999999999,0.38,1.3,96.0,100.0,0,0.0,0.0,900.0,0.94,0.0,27.745034,,12.977494,0.0,16.985265,defense-training-saturation_limited_3-aggressive,TRAIN-saturation_limited_3,saturation_limited,aggressive,worse,high,True
2.4,0.3,0.055,2.32,0.2895,0.0685,-0.08,-0.0105,0.0135,5.427999999999999,5.427999999999999,0.38,1.3,96.0,100.0,0,0.0,0.0,900.0,0.94,0.0,28.355684,,13.145133,0.0,17.260058,defense-training-saturation_limited_3-overshoot_guard,TRAIN-saturation_limited_3,saturation_limited,overshoot_guard,unchanged,high,True
2.4,0.3,0.055,2.29,0.28575,0.0655,-0.11,-0.01425,0.0105,5.427999999999999,5.427999999999999,0.38,1.3,96.0,100.0,0,0.0,0.0,900.0,0.94,0.0,27.89159,,13.057373,0.0,17.051216,defense-training-saturation_limited_3-settling_focus,TRAIN-saturation_limited_3,saturation_limited,settling_focus,worse,high,True
2.4,0.3,0.055,2.4,0.3,0.055,0.0,0.0,0.0,5.427999999999999,5.427999999999999,0.38,1.3,96.0,100.0,0,0.0,0.0,900.0,0.94,0.0,29.64212,,13.398766,0.0,17.838954,defense-training-saturation_limited_3-baseline_hold,TRAIN-saturation_limited_3,saturation_limited,baseline_hold,unchanged,high,True
2.25,0.33,0.06,2.52,0.356,0.056,0.27,0.026,-0.004,2.9499999999999997,3.127,0.45,2.0,83.0,100.0,0,0.0,0.0,900.0,0.62,0.0,16.3415,,7.029741,0.0,12.753675,defense-training-preview_mismatch_3-rule_center,TRAIN-preview_mismatch_3,slow_response,rule_center,unchanged,high,True
2.25,0.33,0.06,2.439,0.3482,0.0558,0.189,0.0182,-0.0042,2.9499999999999997,3.127,0.45,2.0,83.0,100.0,0,0.0,0.0,900.0,0.62,0.0,15.78395,,6.952139,0.0,12.502777,defense-training-preview_mismatch_3-conservative,TRAIN-preview_mismatch_3,slow_response,conservative,unchanged,medium,True
2.25,0.33,0.06,2.6415,0.3638,0.05648,0.3915,0.0338,-0.00352,2.9499999999999997,3.127,0.45,2.0,83.0,100.0,0,0.0,0.0,900.0,0.62,0.0,16.970735,,7.070364,0.0,19.187627,defense-training-preview_mismatch_3-aggressive,TRAIN-preview_mismatch_3,slow_response,aggressive,worse,high,True
2.25,0.33,0.06,2.466,0.3482,0.0614,0.216,0.0182,0.0014,2.9499999999999997,3.127,0.45,2.0,83.0,100.0,0,0.0,0.0,900.0,0.62,0.0,15.83174,,6.904978,0.0,12.524283,defense-training-preview_mismatch_3-overshoot_guard,TRAIN-preview_mismatch_3,slow_response,overshoot_guard,unchanged,high,True
2.25,0.33,0.06,2.5956,0.35808,0.05632,0.3456,0.02808,-0.00368,2.9499999999999997,3.127,0.45,2.0,83.0,100.0,0,0.0,0.0,900.0,0.62,0.0,16.58576,,6.993004,0.0,13.586288,defense-training-preview_mismatch_3-settling_focus,TRAIN-preview_mismatch_3,slow_response,settling_focus,worse,high,True
2.25,0.33,0.06,2.25,0.33,0.06,0.0,0.0,0.0,2.9499999999999997,3.127,0.45,2.0,83.0,100.0,0,0.0,0.0,900.0,0.62,0.0,14.483,,6.789903,0.0,11.91735,defense-training-preview_mismatch_3-baseline_hold,TRAIN-preview_mismatch_3,slow_response,baseline_hold,unchanged,high,True
